synid,class_name,urls,flickr_urls
n07886572,brew,1238,644
n07886849,beer,1355,1349
n07887099,draft beer,1116,558
n07887192,suds,1346,1228
n07887304,Munich beer,1206,670
n07887461,bock,1349,812
n07887634,lager,1258,1002
n07887967,light beer,1214,648
n07888058,Oktoberfest,79,47
n07888229,Pilsner,1302,705
n07888378,shebeen,426,286
n07888465,Weissbier,1267,700
n07888816,Weizenbock,917,86
n07888909,malt,412,169
n07889193,wort,425,243
n07889274,malt,1218,687
n07889510,ale,1306,1284
n07889814,bitter,1199,658
n07889990,Burton,372,59
n07890068,pale ale,1301,977
n07890226,porter,1380,680
n07890352,stout,1252,1105
n07890540,Guinness,1480,1103
n07890617,kvass,241,40
n07890750,mead,727,121
n07890890,metheglin,404,19
n07890970,hydromel,419,11
n07891095,oenomel,3,0
n07891189,near beer,1102,462
n07891309,ginger beer,1208,773
n07891433,sake,1349,681
n07891726,wine,1357,1330
n07892418,vintage,1204,466
n07892512,red wine,1330,762
n07892813,white wine,1216,863
n07893253,blush wine,1356,827
n07893425,altar wine,112,3
n07893528,sparkling wine,1524,764
n07893642,champagne,1219,594
n07893792,cold duck,177,13
n07893891,Burgundy,1236,563
n07894102,Beaujolais,814,372
n07894298,Medoc,1376,420
n07894451,Canary wine,782,389
n07894551,Chablis,1264,371
n07894703,Montrachet,1227,219
n07894799,Chardonnay,1331,788
n07894965,Pinot noir,1203,830
n07895100,Pinot blanc,1116,182
n07895237,Bordeaux,1394,766
n07895435,claret,1200,546
n07895595,Chianti,1229,473
n07895710,Cabernet,1261,598
n07895839,Merlot,1300,832
n07895962,Sauvignon blanc,1394,675
n07896060,California wine,1199,578
n07896165,Cotes de Provence,1041,104
n07896287,dessert wine,1239,631
n07896422,Dubonnet,381,44
n07896560,jug wine,41,17
n07896661,macon,1108,110
n07896765,Moselle,475,33
n07896893,Muscadet,1276,113
n07896994,plonk,725,125
n07897116,retsina,641,112
n07897200,Rhine wine,379,60
n07897438,Riesling,1230,732
n07897600,liebfraumilch,695,2
n07897750,Rhone wine,1229,546
n07897865,Rioja,1225,547
n07897975,sack,892,92
n07898117,Saint Emilion,903,224
n07898247,Soave,595,66
n07898333,zinfandel,1416,711
n07898443,Sauterne,1304,385
n07898617,straw wine,697,116
n07898745,table wine,1247,735
n07898895,Tokay,211,72
n07899003,vin ordinaire,1212,59
n07899108,vermouth,1217,276
n07899292,sweet vermouth,1213,170
n07899434,dry vermouth,1261,227
n07899533,Chenin blanc,928,135
n07899660,Verdicchio,882,65
n07899769,Vouvray,746,116
n07899899,Yquem,1110,217
n07899976,generic,321,27
n07900225,varietal,1245,390
n07900406,fortified wine,1231,73
n07900616,Madeira,942,154
n07900734,malmsey,918,128
n07900825,port,1092,515
n07900958,sherry,1069,186
n07901355,Marsala,550,60
n07901457,muscat,1357,624
n07901587,liquor,815,494
n07902121,neutral spirits,800,405
n07902336,aqua vitae,1258,513
n07902443,eau de vie,976,130
n07902520,moonshine,380,73
n07902698,bathtub gin,25,3
n07902799,aquavit,1057,254
n07902937,arrack,977,200
n07903101,bitters,1240,628
n07903208,brandy,1230,181
n07903543,applejack,666,120
n07903643,Calvados,957,35
n07903731,Armagnac,1236,196
n07903841,Cognac,1322,514
n07903962,grappa,1235,188
n07904072,kirsch,294,20
n07904293,slivovitz,482,18
n07904395,gin,1328,648
n07904637,sloe gin,571,146
n07904760,geneva,1200,416
n07904865,grog,891,246
n07904934,ouzo,1014,262
n07905038,rum,1222,641
n07905296,demerara,552,16
n07905386,Jamaica rum,551,136
n07905474,schnapps,1290,697
n07905618,pulque,342,42
n07905770,mescal,89,6
n07905979,tequila,1271,612
n07906111,vodka,1378,757
n07906284,whiskey,1262,804
n07906572,blended whiskey,1215,442
n07906718,bourbon,1037,565
n07906877,corn whiskey,1265,623
n07907037,firewater,981,268
n07907161,Irish,1202,550
n07907342,poteen,769,16
n07907429,rye,1264,574
n07907548,Scotch,1209,648
n07907831,sour mash,813,129
n07907943,liqueur,1315,610
n07908411,absinth,1256,766
n07908567,amaretto,571,153
n07908647,anisette,1075,57
n07908812,benedictine,596,17
n07908923,Chartreuse,215,32
n07909129,coffee liqueur,514,59
n07909231,creme de cacao,48,0
n07909362,creme de menthe,243,91
n07909504,creme de fraise,254,6
n07909593,Drambuie,958,76
n07909714,Galliano,206,7
n07909811,orange liqueur,164,36
n07909954,curacao,150,1
n07910048,triple sec,1236,600
n07910152,Grand Marnier,678,146
n07910245,kummel,372,5
n07910379,maraschino,790,104
n07910538,pastis,607,183
n07910656,Pernod,1213,174
n07910799,pousse-cafe,172,14
n07910970,Kahlua,445,253
n07911061,ratafia,395,7
n07911249,sambuca,787,177
n07911371,mixed drink,1060,546
n07911677,cocktail,1519,1032
n07912093,Dom Pedro,65,2
n07912211,highball,888,103
n07913180,mixer,172,36
n07913300,bishop,6,1
n07913393,Bloody Mary,1303,773
n07913537,Virgin Mary,184,21
n07913644,bullshot,243,5
n07913774,cobbler,338,62
n07913882,collins,684,154
n07914006,cooler,640,326
n07914128,refresher,689,43
n07914271,smoothie,1350,1336
n07914413,daiquiri,1456,773
n07914586,strawberry daiquiri,604,335
n07914686,NADA daiquiri,155,6
n07914777,spritzer,802,177
n07914887,flip,27,11
n07914995,gimlet,996,380
n07915094,gin and tonic,1341,851
n07915213,grasshopper,227,20
n07915366,Harvey Wallbanger,358,29
n07915491,julep,806,492
n07915618,manhattan,564,221
n07915800,Rob Roy,319,19
n07915918,margarita,901,438
n07916041,martini,1275,880
n07916183,gin and it,1056,339
n07916319,vodka martini,517,327
n07916437,old fashioned,452,151
n07916582,pink lady,71,9
n07917133,Sazerac,827,308
n07917272,screwdriver,575,33
n07917392,sidecar,904,121
n07917507,Scotch and soda,665,224
n07917618,sling,508,136
n07917791,brandy sling,194,11
n07917874,gin sling,376,20
n07917951,rum sling,244,12
n07918028,sour,654,225
n07918193,whiskey sour,711,349
n07918309,stinger,452,137
n07918706,swizzle,386,60
n07918879,hot toddy,527,177
n07919165,zombie,304,109
n07919310,fizz,849,404
n07919441,Irish coffee,1203,768
n07919572,cafe au lait,1242,917
n07919665,cafe noir,30,26
n07919787,decaffeinated coffee,108,93
n07919894,drip coffee,392,267
n07920052,espresso,1274,972
n07920222,caffe latte,1217,1201
n07920349,cappuccino,1336,1145
n07920540,iced coffee,1090,671
n07920663,instant coffee,652,242
n07920872,mocha,1244,1234
n07920989,mocha,1043,742
n07921090,cassareep,20,1
n07921239,Turkish coffee,1247,986
n07921360,chocolate milk,394,177
n07921455,cider,1438,666
n07921615,hard cider,1272,686
n07921834,scrumpy,455,175
n07921948,sweet cider,219,56
n07922041,mulled cider,456,99
n07922147,perry,461,12
n07922512,rotgut,547,49
n07922607,slug,1,0
n07922764,cocoa,1245,699
n07922955,criollo,186,9
n07923748,juice,1259,644
n07924033,fruit juice,1281,653
n07924276,nectar,1075,492
n07924366,apple juice,171,80
n07924443,cranberry juice,1292,863
n07924560,grape juice,560,226
n07924655,must,113,12
n07924747,grapefruit juice,765,357
n07924834,orange juice,1266,876
n07924955,frozen orange juice,612,66
n07925116,pineapple juice,738,380
n07925229,lemon juice,756,439
n07925327,lime juice,374,193
n07925423,papaya juice,372,94
n07925500,tomato juice,668,249
n07925608,carrot juice,1112,599
n07925708,V-8 juice,202,9
n07925808,koumiss,71,2
n07925966,fruit drink,908,457
n07926250,lemonade,561,285
n07926346,limeade,451,175
n07926442,orangeade,430,75
n07926540,malted milk,134,66
n07926785,mate,472,272
n07926920,mulled wine,669,330
n07927070,negus,248,0
n07927197,soft drink,1292,1024
n07927512,pop,1361,1356
n07927716,birch beer,431,77
n07927836,bitter lemon,478,220
n07927931,cola,1256,986
n07928163,cream soda,579,288
n07928264,egg cream,192,112
n07928367,ginger ale,1200,639
n07928488,orange soda,1206,844
n07928578,phosphate,313,52
n07928696,Coca Cola,1246,932
n07928790,Pepsi,1228,732
n07928887,root beer,1277,907
n07928998,sarsaparilla,420,120
n07929172,tonic,1047,406
n07929351,coffee bean,1198,1096
n07929519,coffee,1283,1271
n07929940,cafe royale,114,42
n07930062,fruit punch,1016,355
n07930205,milk punch,288,47
n07930315,mimosa,853,358
n07930433,pina colada,1274,739
n07930554,punch,1202,438
n07930864,cup,1250,716
n07931001,champagne cup,477,69
n07931096,claret cup,326,0
n07931280,wassail,298,23
n07931452,planter's punch,537,44
n07931612,White Russian,683,411
n07931733,fish house punch,35,7
n07931870,May wine,891,351
n07932039,eggnog,918,313
n07932323,cassiri,4,0
n07932454,spruce beer,361,36
n07932614,rickey,324,60
n07932762,gin rickey,244,19
n07932841,tea,1312,848
n07933154,tea bag,797,554
n07933274,tea,1298,1029
n07933530,tea-like drink,23,5
n07933652,cambric tea,3,1
n07933799,cuppa,1146,763
n07933891,herb tea,360,180
n07934032,tisane,206,65
n07934152,camomile tea,214,59
n07934282,ice tea,1213,748
n07934373,sun tea,258,160
n07934530,black tea,309,168
n07934678,congou,53,10
n07934800,Darjeeling,292,148
n07934908,orange pekoe,92,24
n07935043,souchong,1046,24
n07935152,green tea,117,52
n07935288,hyson,412,0
n07935379,oolong,1245,483
n07935504,water,759,754
n07935737,bottled water,1256,836
n07935878,branch water,716,397
n07936015,spring water,173,124
n07936093,sugar water,198,145
n07936263,drinking water,1294,757
n07936459,ice water,187,127
n07936548,soda water,1240,637
n07936745,mineral water,1312,644
n07936979,seltzer,284,146
n07937069,Vichy water,127,11
n07937344,perishable,56,8
n07937461,couscous,1146,607
n07937621,ramekin,279,112
n07938007,multivitamin,1213,169
n07938149,vitamin pill,1251,349
n07938313,soul food,792,486
n07938594,mold,445,144
n07942152,people,1431,1408
n07951464,collection,1273,1014
n07954211,book,1362,1217
n07977870,library,1297,844
n08079613,baseball club,13,8
n08182379,crowd,1296,1271
n08238463,class,277,246
n08242223,core,960,870
n08249459,concert band,1202,891
n08253141,dance,18,12
n08256735,wedding,1257,1110
n08376250,chain,1298,1289
n08385989,power breakfast,1,1
n08492354,aerie,1,0
n08492461,agora,1123,669
n08494231,amusement park,1275,1262
n08495908,aphelion,578,17
n08496334,apron,8,7
n08500819,interplanetary space,375,15
n08500989,interstellar space,305,162
n08501887,intergalactic space,185,55
n08505018,bush,1223,901
n08506347,semidesert,218,57
n08511017,beam-ends,14,0
n08517010,bridgehead,7,5
n08517676,bus stop,1139,811
n08518171,campsite,1200,890
n08519299,detention basin,157,8
n08521623,cemetery,1500,1499
n08523340,trichion,70,0
n08524735,city,1224,867
n08539072,business district,1243,821
n08539276,outskirts,127,125
n08540532,borough,69,58
n08547468,cow pasture,762,749
n08547544,crest,1385,702
n08551296,eparchy,915,592
n08554440,suburb,2,2
n08555333,stockbroker belt,93,34
n08555710,crawlspace,647,452
n08558770,sheikdom,169,2
n08558963,residence,9,3
n08559155,domicile,394,359
n08560295,dude ranch,1146,680
n08569482,farmland,21,15
n08571275,midfield,211,206
n08571642,firebreak,82,51
n08571898,flea market,1187,807
n08573674,battlefront,13,11
n08573842,garbage heap,1468,1151
n08578517,benthos,1028,383
n08579266,goldfield,3,2
n08579352,grainfield,1353,1067
n08580944,half-mast,1532,1501
n08583292,hemline,1384,336
n08583455,heronry,885,362
n08583554,hipline,170,1
n08583682,hipline,381,11
n08584914,hole-in-the-wall,882,753
n08586978,junkyard,11,6
n08589670,isoclinic line,1,0
n08596076,littoral,1933,826
n08597579,magnetic pole,84,13
n08598301,grassland,1287,1045
n08598568,mecca,1159,658
n08599174,observer's meridian,33,0
n08599292,prime meridian,11,10
n08611339,nombril,774,224
n08611421,no-parking zone,426,276
n08613733,outdoors,350,343
n08614632,fairground,1780,1728
n08616050,pasture,1622,1302
n08618831,perihelion,223,28
n08619112,periselene,27,1
n08623676,locus of infection,10,0
n08628141,kasbah,1370,977
n08633683,waterfront,1398,967
n08640531,resort,1198,665
n08640739,resort area,1289,1085
n08640962,rough,576,215
n08643267,ashram,11,7
n08644045,harborage,411,174
n08645104,scrubland,804,477
n08645212,weald,588,332
n08645318,wold,15,6
n08647264,schoolyard,16,10
n08648917,showplace,24,19
n08649711,bedside,1024,402
n08651104,sideline,7,3
n08652376,ski resort,173,109
n08658309,soil horizon,942,171
n08658918,geological horizon,64,13
n08659242,coal seam,389,202
n08659331,coalface,156,7
n08659446,field,1261,1164
n08659861,oilfield,1201,464
n08661878,Temperate Zone,3,2
n08662427,terreplein,3,3
n08663051,three-mile limit,226,23
n08663703,desktop,505,407
n08663860,top,59,58
n08673039,kampong,522,387
n08674344,subtropics,3,2
n08676253,barrio,2,2
n08677424,veld,923,467
n08677801,vertex,1,1
n08678783,waterline,12,4
n08679167,high-water mark,91,74
n08679269,low-water mark,284,16
n08679562,continental divide,7,4
n08685188,zodiac,244,99
n08782627,Aegean island,156,146
n08896327,sultanate,483,237
n09032191,Swiss canton,6,3
n09186592,abyssal zone,14,0
n09189157,aerie,819,649
n09191635,air bubble,1168,1010
n09193551,alluvial flat,114,38
n09193705,alp,2005,986
n09194227,Alpine glacier,1127,773
n09199101,anthill,1278,960
n09201998,aquifer,2,2
n09203827,archipelago,5,2
n09205509,arete,1363,330
n09206896,arroyo,1496,713
n09206985,ascent,1864,719
n09208496,asterism,690,200
n09209025,asthenosphere,1,0
n09210862,atoll,1145,505
n09213434,bank,3,0
n09213565,bank,270,22
n09214060,bar,3,0
n09214269,barbecue pit,37,9
n09214916,barrier reef,355,90
n09215023,baryon,114,5
n09215437,basin,326,199
n09217230,beach,1713,854
n09218315,honeycomb,987,727
n09218494,belay,984,656
n09218641,ben,1897,989
n09219233,berm,624,556
n09223487,bladder stone,153,26
n09224725,bluff,1345,634
n09226869,borrow pit,1,0
n09228055,brae,784,476
n09229709,bubble,1450,1318
n09230041,burrow,1016,473
n09230202,butte,862,717
n09231117,caldera,463,355
n09233446,canyon,1820,874
n09233603,canyonside,42,0
n09238926,cave,1302,1029
n09239302,cavern,1319,1040
n09242389,chasm,1283,898
n09245515,cirque,789,534
n09246464,cliff,1648,1158
n09247410,cloud,1399,1338
n09248153,coast,321,7
n09248399,coastland,470,80
n09249034,col,1267,1032
n09249155,collector,3,0
n09251407,comet,1270,600
n09255070,continental glacier,182,15
n09256479,coral reef,1760,967
n09257843,cove,823,635
n09259025,crag,1183,547
n09259219,crater,937,309
n09260907,cultivated land,1234,652
n09262690,dale,246,30
n09263912,defile,1353,1344
n09264803,delta,194,61
n09265620,descent,1811,713
n09266604,diapir,5,0
n09267854,divot,689,344
n09268007,divot,243,185
n09269341,down,521,397
n09269472,downhill,1254,880
n09269882,draw,148,132
n09270160,drey,22,17
n09270657,drumlin,264,128
n09270735,dune,2155,1320
n09274152,escarpment,884,546
n09274305,esker,78,21
n09279986,fireball,525,314
n09281252,flare star,41,37
n09282208,floor,1207,1185
n09283193,fomite,838,822
n09283405,foothill,1200,865
n09283514,footwall,60,6
n09283767,foreland,714,480
n09283866,foreshore,839,646
n09287415,gauge boson,56,1
n09287968,geological formation,1808,748
n09288635,geyser,1585,783
n09289331,glacier,1185,711
n09289596,glen,190,34
n09290350,gopher hole,214,161
n09290444,gorge,1397,615
n09294877,grotto,1239,986
n09295210,growler,129,53
n09295946,gulch,527,258
n09300306,gully,355,215
n09300905,hail,1265,1067
n09302616,highland,981,829
n09303008,hill,1746,703
n09303528,hillside,2011,1029
n09304750,hole,1014,685
n09305031,hollow,179,144
n09305898,hot spring,1187,922
n09308572,iceberg,1050,799
n09308743,icecap,1124,916
n09309046,ice field,75,8
n09309168,ice floe,655,399
n09309292,ice mass,586,304
n09310616,inclined fault,187,39
n09315159,ion,227,91
n09319604,isthmus,62,34
n09325824,kidney stone,30,8
n09326662,knoll,1900,842
n09327077,kopje,305,257
n09327538,Kuiper belt,38,2
n09330378,lake bed,1,0
n09331251,lakefront,1173,600
n09332890,lakeside,1735,977
n09335693,landfall,58,11
n09335809,landfill,1020,636
n09336555,lather,460,323
n09337048,leak,224,190
n09337253,ledge,756,161
n09338013,lepton,28,1
n09339810,lithosphere,167,20
n09344198,lowland,107,25
n09344324,lunar crater,1006,436
n09344724,maar,132,33
n09348460,massif,1171,815
n09349648,meander,1275,920
n09351905,mesa,342,82
n09352849,meteorite,23,8
n09353815,microfossil,204,116
n09354511,midstream,18,0
n09357346,molehill,102,28
n09357447,monocline,21,7
n09359803,mountain,2015,1018
n09361517,mountainside,1671,778
n09362316,mouth,10,5
n09362945,mull,1181,896
n09366017,natural depression,2,0
n09366317,natural elevation,1534,898
n09375606,nullah,58,50
n09376198,ocean,1316,1281
n09376526,ocean floor,1071,432
n09376786,oceanfront,1182,569
n09381242,outcrop,1278,864
n09382099,oxbow,974,637
n09384106,pallasite,670,65
n09389867,perforation,396,343
n09391386,photosphere,324,48
n09391644,piedmont,2,0
n09391774,Piedmont glacier,46,18
n09392402,pinetum,1116,693
n09393524,plage,60,38
n09393605,plain,1289,934
n09396465,point,1215,838
n09396608,polar glacier,486,252
n09398076,pothole,1317,621
n09398677,precipice,1206,682
n09399592,promontory,1543,933
n09400584,ptyalith,3,0
n09400987,pulsar,652,40
n09402944,quicksand,55,28
n09403086,rabbit burrow,149,90
n09403211,radiator,960,496
n09403427,rainbow,1520,1508
n09403734,range,2029,1006
n09405078,rangeland,644,160
n09405787,ravine,212,8
n09406793,reef,1614,823
n09409512,ridge,1757,595
n09409752,ridge,1489,732
n09410224,rift valley,444,311
n09411189,riparian forest,742,319
